Formality,Informativeness,Sentence
3,3,"""He went off on her, started hitting her, and then it was on. They pulled a train (a gang initiation-style rape, one after the other) on her."""
3,3,He will face court again on January 7.
5,5,"He will have to report daily to police, is not allowed out between 9pm and 6am, cannot consume alcohol or enter a licensed premises, must surrender his passport and not have any direct or indirect contact with the alleged victim."
6,6,"He will supply a $1 billion loan for ""supplemental liquidity"" that can be used as bankruptcy financing, the New York-based company said."
4,4,Hicks said her daughter would not be trick-or-treating.
5,5,Hicks said she didn't think Sowell had a job but understood from conversations with him that he lived on a monthly check.
5,5,"High school teacher Irv Pass, who voted near Reliant Park, said he appreciated Parker's honesty at debates and in news stories."
6,6,Hillary Clinton turned U.S. pressure on Palestinian President Mahmoud Abbas on Saturday when she endorsed Israel's view that its expansion of settlements on occupied land should not be a bar to resuming peace talks.
6,6,His body was discovered last Tuesday at about 8pm.
5,5,"His campaign manager Satar Murad said the candidate might still change his mind, but that ""as of now"" he planned to call for a boycott."
5,5,His comments came in an address to foreign journalists in Tokyo.
6,6,"His comments come after the demand for $7m (£4.2m) for the safe return of Paul and Rachel Chandler, the British couple taken hostage nine days ago as they travelled from the Seychelles to Tanzania."
5,5,"His comments were echoed by a spokesperson for the Government Office for Science, part of Lord Mandelson's Department for Business, Innovation and Skills, who said it was ""vitally important that scientists are able to give objective and independent advice to ministers""."
4,4,"His co-pilot, Lt. Adam Bryant, 28, is from Crewe, Va."
4,4,"His critics contended that he was attempting to extend his time in power, a charge he has denied."
5,5,"His departure to Brussels would be a boon for Balls, the schools secretary, who is Brown's most loyal henchman and who has made no secret of his ambition to lead the party."
3,3,"His enemies, including major landowners, branded him a thuggish thief."
4,4,"His gaze focused, Fandi stood for better leverage, extending two long oars into the water."
5,5,"His ideas include merging Houston's police academy with HCC's, sharing traffic duties with Metro's transit police, and combining jails with Harris County."
3,3,"His line for the night was 22 points, 8 rebounds, 4 assists, and 3 steals."
5,5,"His longtime girlfriend, Darla Lexington, oversaw the corporation in charge of the collection and usually accompanied him on his trips to car auctions around the country."
5,5,His most lucrative contract to date is to advise the American bank JP Morgan for a salary of £2million a year.
5,5,His opponents deny the charge.
5,5,His platform contains plans to fund drainage projects.
5,5,His quiet street is lined with neat gardens.
5,5,"His response has been to edge into more public discussions, while remaining on the cautious course."
4,4,"His spokesman took more than 24 hours to reply, despite repeated requests by telephone and email."
4,4,His team responded by shooting 58 percent from the floor (43 of 74) and 50 percent (12 of 24) from 3-point range.
4,4,"His widow, a weapons inspector for the International Atomic Energy Agency (IAEA), was working in Japan when her husband died."
4,4,His wife hands him a napkin filled with pills he takes to tolerate the pain that shoots from his broken back.
5,5,"His windows still bear masking tape X's, to prevent them from shattering easily."
5,5,His withdrawal leaves Democrats with Attorney General Jerry Brown as their likely nominee while three Republicans vie for their party's nomination in June.
6,6,Holders of the $500 million in notes were offered 90 cents on the dollar in new debt and equity in an out-of-court exchange that expired at 11:59 p.m. in New York on Oct. 29.
5,5,Holding the seat is symbolically important to both parties.
6,6,"Home minister P Chidambaram has said Naxalism has spread to 20 states with over 2,000 police station areas in 223 districts partially or substantially affected."
6,6,"Home ministry sources said around 40,000 paramilitary personnel will assist the respective state police forces during the operations that will be launched soon."
5,5,"Home sales have climbed in recent months, propelled in part by an $8,000 tax credit for first-time buyers that's set to expire at the end of this month."
5,5,"""Hopefully a wise eye will see that this is not a case that they want in the public eye and Mr. Chaudhry will remain in the country he loves."""
4,4,"""Hopefully, we will get a break at some point, and somebody will do the right thing."""
6,6,"House Speaker Michael Madigan, Senate President John Cullerton and Quinn, all three Chicago Democrats, reached a deal with reform groups who helped sink a version of the bill that Quinn vetoed in August."
6,6,"Houston has seen impressive car collections before, including those of shopping center developer Jerry Moore, auto dealer Sterling McCall and former Shell Oil CEO John Bookout."
6,6,"Houstonians also were pleased with Bill White's tenure as mayor, so they may not feel a sense of crisis about his replacement, Murray said."
5,5,"""How dare he ...he has committed an pardonable sin and must own it up,"" he told TOI."
