Formality,Sentence
6,"Evan Tracey, of TNSMI-CMAG, said according to his analysis, Corzine is well on track to spend more than $20 million by Tuesday when voters head to the polls."
5,"Even after shutdown, desktop systems are still partialy powered."
6,"Even as drought kills off Yemen's crops, farmers in villages like this one are turning increasingly to a thirsty plant called qat, the leaves of which are chewed every day by most Yemeni men (and some women) for their mild narcotic effect."
5,"Even before Google announced Android, there was speculation that it would compete in the lucrative smartphone space, in one form or another."
6,"Even during the high periods of sectarian violence, he said, he and his family entertained guests in the garden."
5,"""Even if only a few simple words, it would show we have the courage to talk about it and not avoid the facts."""
4,"""Even if they had a 100 percent yes vote at the rest of the plants, it still wouldn't pass."""
3,Even if you do a complete uninstall/re-install..
5,"Even in parts of Sana, the poor cluster to gather runoff from privately owned local wells as their wealthier neighbors pay the equivalent of $10 for a 3,000 liter-truckload of water."
3,Even old girls like that are fine for typing assignments.
5,Even the neighborhood ex-cons who lounge against their cars all afternoon at the back end of campus are outraged.
5,Even the permits are diffficult to get in NY to place a pool in the ground.
6,"Even though he had already secretly signed a contract to do as many as 50 concerts, and not just the 10 concerts he announced that day, Michael Jackson told the world, ""This is the final curtain call. I'll see you in July."""
4,"Even though the Netflix and Microsoft boardrooms are chummy, logic has finally prevailed."
6,"Even though they have never met, she considers a woman from Michigan a second mother and a woman in Arizona to be her online protector - searching out leads as well as scam artists."
6,"Even though you just stepped out for a moment to take a picture, you'll need the proper documentation (as listed above) to re-enter the country."
4,"Even today if you look in the iTunes App Store you will see a myriad range of ""Apps"" that are just evolved ways to package media."
6,"Eventually, at 5pm yesterday, a spokesman for Mr Blair issued a carefully worded statement that said: 'Tesco is a great British company."
4,"Eventually, I am trying to eliminate MS operating system on my desktop.."
5,"Eventually, more schools were built, cutting travel times."
6,Even wastewater treatment has proved difficult in Yemen.
5,"Even when car bombs were exploding in the neighborhood, his mother insisted on watering the garden daily."
6,"Even when the new bridge is finished, Fandi said, he isn't sure he wants to give up his daily row."
6,"Ever since his arrest, Rhonnie has struggled with what to say to the boy she has grown up with."
3,"Ever time I run ""startmol"" this is what i see:"
6,"Every big GOP booster helps, sure, but more than anything he needs endorsements from big-name centrist Republicans to send the message that party trumps all in a two-man race with a Democrat (a highly ironic argument for DH to be making, needless to day)."
5,Every conservative woman knows how abortion defines most modern feminists.
4,"""Every day, I wake up and think, am I going to hear her voice today,"" Hebert said."
5,"Every editor has the right to carry out his job as per his understanding unhindered by extraneous pressure, he told TOI."
4,"Every Halloween we line up at haunted houses so that zombies, vampires and various other undead can scare us out of our wits."
4,Everyone is looking to Hulu as the future of Internet TV.
3,Everything depends on what you are looking for...
4,"Everything is working wonderfully except that I set the mount point as /media/Work Drive/ and many applications and anything in the terminal don't like the ""white space"" between ""Work"" and ""Drive"" so I want to change the name in the mount point."
3,everything seems to be working great.
3,everything used to work fine until i plugged the monitor into a windows machine (which i couldnt make work).
2,Everything works except for wireless.
5,"Every time he attacked it was a fearsome David-versus-Goliath mismatch, but Bulkeley had done so time and again, sinking many enemy vessels."
4,"Every time I try to connect in the network section of my Treo, I get the 0x0305 error."
5,"Everywhere shoppers turn in the Raynham store, they are reminded of value with big new signs emblazoned with ""Unbeatable Prices."""
5,"""Every year we have to drill deeper and deeper to get water."""
4,"Executives there are receptive to new ideas and move forward quickly, leaving me somewhat optimistic."
6,Exemptions for political leaders and a delayed start date of 2011 were among the many compromises forged during the most heated political fight of the year in Springfield.
5,Exiled Tibetan spiritual leader the Dalai Lama has criticized Chinese leaders for misleading the world about the situation in Tibet.
5,"Exit question: Aside from a thumbs up from Scozzafava herself, what hope does Hoffman have to make a dent in those favorable numbers in the next 72 hours?"
3,"Expect crowds at the burrito mecca, as hours of participation are limited and the guacamole is prostitute-yourself fantastic."
5,Experience ranked high among those who favored City Controller Annise Parker.
5,"Experts claim his collection has more cars with a price in excess of $1 million than any other, and that if the entire inventory was put up for auction it would depress the market by at least 40 percent."
5,"""Exports are still on the decline, but Korea will see an increase in coming months,"" said Lee Sang Jae, an economist at Hyundai Securities Co. in Seoul."
5,"Exports to China, the biggest buyer of South Korean goods, gained 3.4 percent in the first 20 days of October."
5,"Exports to the U.S. slid 37.4 percent, the ministry said."
6,"Exports, which make up more than half of the economy, may start to rebound in November, the government said last month."
