Informativeness,Sentence
Informative,"Having invested considerable capital in seeking a solution for Palestinians and Israelis as part of a broader thrust to help stabilize the oil-rich Middle East, Obama faces an early setback in his presidency if the two sides refuse even to talk."
Informative,"He added: ""One has to ask the question: who would wish to chair the council at this point, given the quite blatant political interference it has to deal with?"""
Informative,He added that the states of the bodies made it hard to tell how long they had lain in the makeshift graves.
Informative,"Heading the campaign against him is the high profile Mahant Gyandas, head of All India Akhada Parishad and the president of Ram Janmabhoomi Nyas, Nritya Gopal Das."
Informative,Head to the back of the Wal-Mart Supercenter in Raynham and you may be in for a surprise.
Informative,He alerted U.S. immigration authorities after learning otherwise years later.
Informative,He also alleged that documents were withheld from the board of inquiry and the inquest to cover up the way in which airworthiness regulations were ignored.
Informative,"He also has a problem ""collecting people,"" as they say in politics - doing favors and developing the personal touch with big donors."
Informative,He also has been working on a variety of constituent issues that had accumulated since before Kennedy's death on Aug. 25.
Informative,He also once owned two Chinese restaurants in the district.
Informative,He also played a significant role in developing the country's first artificial earth satellite.
Informative,"He also said Democrats will take the sidelining of Scozzafava as a positive trend for the long-term, believing that the Republican Party will conservatize itself to death demographically."
Informative,He also said Illinois must be aggressive in promoting its businesses and products in emerging markets such as Africa.
Informative,He also said the two sides released a joint declaration and signed a number of cooperation agreements.
Informative,"He also wanted to beat his time from last year's race, about 24 minutes."
Informative,He also was permitted to visit with Aung San Suu Kyi.
Informative,"He also writes of fears during the 2000 Sydney Olympics that Chinese athletes (no names here) would be disqualified for doping, and of a women's volleyball coach arranging for the Chinese team to lose a match in the 2002 world championships to avoid facing a tougher opponent."
Informative,"He amassed a collection that numbers more than 800 vehicles, from the overtly silly Batmobile to a Rolls-Royce Silver Shadow once owned by a maharaja."
Informative,He arrived in the U.S. on a tourist visa in 1998 and planned a life in the U.S. military when he joined in March 2001.
Informative,He believes in spreading the gospel of his faith -- an evangelical tenet that rubbed some Christians in Rossville the wrong way.
Informative,"Hebert called police, lawyers and detectives, she recalled, and to this day is on a first-name basis with them."
Informative,Hebert had temporary custody of Bianca.
Informative,"Hebert posted hundreds of posters in stores, gasoline stations and offices."
Informative,"Hebert said she hasn't lost hope of a reunion, but knows Bianca could have another life or been raised to hate her."
Informative,Hebert sometimes wakes up in the early morning hours and gets busy.
Informative,"Hebert was getting her hair cut on Christmas Eve when she learned beautician Emma Moreno was from Mexico, as was Hebert's ex-husband, who was from Monterrey."
Informative,He bought and bought and never stopped.
Uninformative,He called his biggest grab luck.
Informative,"He called on the government to put ""more effort"" into finding out whether there is a link to terrorism."
Informative,"He characterized the process as ""stuck"" because of what he said was Netanyahu's lack of desire to restart negotiations."
Informative,"He continued in that role under the Karzai government that was formed after the fall of the Taliban, leaving the government in 2006."
Informative,He currently is in his second term.
